Profile,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
278,573.5827114403494,577.05,546.92,573.87,555.31,537.37,523.17,528.57,531.7,531.1,546.33,533.49,553.23,530.5,550.28,561.75,574.57,568.67,577.91,547.47,572.08,540.58,515.99,521.37,538.13,508.47,537.92,571.07,574.81,568.78,582.88,564.99,564.52,593.65,598.17,597.31,572.2,551.8,537.64,533.53,520.52,511.71,520.15,538.53,555.02,577.03,543.9,512.24,532.5,534.82,540.29,508.97,491.84,501.52,526.66,555.85,555.88,559.06,582.37,575.67
97,540.319283333355,536.53,551.13,567.36,544.13,534.42,544.03,513.98,504.29,506.73,541.47,539.69,561.81,557.05,577.8,576.86,593.41,575.5,576.46,578.34,566.99,541.8,513.35,479.52,505.67,487.22,467.03,483.55,470.95,471.37,447.75,479.93,504.54,530.01,523.48,541.85,516.92,482.52,448.92,454.98,451.86,453.12,418.64,413.23,428.49,424.48,440.74,422.05,443.97,450.16,429.91,411.48,420.44,443.54,437.63,420.71,446.4,458.25,454.62,453.77
92,537.0434223847715,542.46,552.71,549.8,551.81,519.22,528.95,499.65,495.1,480.59,483.77,458.11,471.53,492.18,468.61,440.91,416.1,442.5,444.47,442.18,414.65,425.12,450.88,473.85,482.67,452.94,425.81,394.26,377.28,351.78,334.98,326.93,357.94,365.67,389.12,403.84,376.72,393.23,377.49,387.23,376.1,410.94,394.39,378.93,409.08,375.81,389.58,405.35,428.9,462.11,495.4,464.97,487.5,497.74,508.05,482.03,492.54,526.31,555.14,550.88
192,480.6247071125669,446.88,427.02,396.88,401.81,419.76,392.5,416.18,420.07,433.37,466.37,437.23,465.32,439.15,431.66,456.26,484.7,485.15,491.74,506.31,529.6,503.11,524.81,523.5,520.04,514.71,515.35,546.5,549.87,581.59,556.22,571.91,588.15,584.97,580.33,576.21,591.82,592.3,562.52,586.92,571.83,552.86,578.74,568.05,587.17,564.77,530.05,529.73,501.75,519.56,503.89,499.95,471.04,456.11,475.81,451.42,461.72,490.94,503.53,525.3
25,417.2510783517629,415.79,382.58,371.47,363.08,356.0,361.61,363.96,371.51,390.05,411.96,427.23,459.12,425.4,404.1,369.63,379.95,407.81,389.85,419.74,388.96,419.37,408.98,381.08,380.09,363.06,348.0,334.51,355.72,358.46,345.25,352.97,368.1,352.18,346.13,319.66,297.34,310.02,287.72,289.48,304.11,276.59,281.3,264.26,296.66,295.51,316.93,320.45,288.49,297.81,329.41,336.52,358.86,385.75,366.72,346.56,354.33,348.1,371.89,399.89
232,285.7876668827592,254.13,237.04,227.45,243.68,230.85,221.79,221.32,250.2,258.56,248.63,276.9,246.81,280.59,288.73,266.57,279.1,297.54,292.59,317.9,293.45,277.97,249.51,233.6,231.6,262.76,233.23,240.61,249.61,278.06,312.9,330.64,363.6,383.7,416.12,430.63,401.21,394.34,404.6,394.15,378.29,383.71,414.06,381.51,400.36,415.95,448.43,478.58,496.94,498.37,477.67,480.84,499.41,527.11,547.39,526.06,533.04,521.29,486.93,465.95
59,299.99263707283035,321.62,296.9,285.89,311.42,287.26,258.05,256.97,243.14,252.76,274.47,249.07,257.21,257.6,232.69,249.76,237.72,245.72,225.0,238.38,236.36,262.24,231.23,239.35,244.92,263.44,268.64,280.34,299.73,325.08,312.05,314.71,338.52,372.78,400.05,391.05,369.71,368.97,385.88,385.36,384.18,407.86,398.16,423.35,416.83,404.81,401.59,419.96,393.78,372.53,404.13,381.41,386.15,391.7,390.97,401.1,382.19,385.88,376.93,388.25
6,367.5045719584783,377.53,374.61,377.8,408.7,400.73,433.01,461.38,440.09,409.95,382.0,348.28,319.89,332.7,302.68,290.01,314.15,280.78,302.79,287.52,260.79,274.56,283.59,310.01,326.46,347.7,332.44,309.86,327.4,348.88,383.22,377.1,368.14,387.49,376.35,406.5,431.59,426.62,444.18,462.0,434.22,462.4,462.77,485.62,473.02,500.71,492.95,458.71,487.09,458.48,445.83,477.33,508.87,514.01,523.24,519.63,505.15,493.16,505.24,522.91
185,323.56810619935106,349.82,368.48,358.83,375.22,347.51,367.76,370.02,355.48,366.38,376.29,355.95,323.08,318.43,323.3,349.66,379.64,381.66,399.43,395.18,412.41,391.75,382.72,392.12,358.39,373.96,397.45,390.39,386.75,411.34,430.64,415.81,403.49,416.01,420.43,396.79,383.49,411.49,424.66,458.68,477.37,508.31,488.44,507.44,473.86,485.81,483.66,472.93,498.3,523.1,489.66,497.33,488.08,482.18,505.42,492.11,523.12,500.69,512.08,524.13
173,519.661070741219,534.22,517.02,542.37,569.91,547.55,521.68,554.97,580.75,594.21,595.37,581.84,581.2,575.54,543.58,560.77,561.14,571.48,568.41,566.16,542.99,527.5,503.62,482.32,515.43,491.15,475.0,481.34,489.05,464.83,485.39,505.35,486.96,472.17,502.83,525.63,539.48,510.24,504.52,508.67,486.79,483.17,490.24,478.16,497.83,521.66,509.31,533.02,505.27,528.91,504.6,475.4,485.32,483.36,511.91,502.33,487.43,487.48,484.4,473.51
30,583.4705313538025,586.47,568.61,553.3,542.78,562.01,573.31,549.73,526.92,498.81,510.03,528.54,512.09,478.56,449.31,482.06,467.74,486.59,495.32,487.06,466.46,439.96,448.01,467.23,477.3,479.42,447.36,480.15,501.06,486.56,520.16,527.29,533.06,550.43,572.25,578.44,550.69,539.37,569.34,549.09,540.14,535.39,531.15,539.06,570.08,550.71,524.22,503.04,530.12,540.33,525.34,547.46,572.76,590.45,596.39,571.13,584.35,572.68,590.15,587.82
22,313.8992289238557,290.07,316.09,296.43,329.74,318.32,296.07,316.35,327.46,327.33,331.21,346.55,327.54,362.28,395.52,406.04,385.01,397.63,367.68,334.83,317.87,315.25,341.03,356.93,373.92,368.7,357.92,348.89,383.03,350.84,376.53,382.04,377.74,393.51,392.58,418.72,446.77,441.29,425.67,432.13,461.0,440.75,449.36,458.57,474.89,449.1,464.21,492.84,470.42,452.05,485.05,462.72,487.53,486.99,469.3,495.25,491.42,492.46,482.61,489.12
256,557.1139595037746,525.56,500.11,470.88,494.9,460.64,485.96,482.55,447.83,440.95,419.03,427.74,440.3,439.43,407.27,418.2,442.14,457.56,480.66,459.7,486.92,474.47,440.41,464.45,495.38,506.27,487.47,470.09,467.75,495.6,471.07,493.89,479.28,500.88,530.3,525.22,515.77,536.93,538.99,551.9,560.5,536.2,560.34,539.04,569.3,550.76,567.13,551.45,538.69,525.39,542.74,546.72,573.53,557.42,570.86,584.15,556.85,549.89,548.69,538.59
56,522.57175120572,506.61,520.08,503.56,534.29,543.84,531.56,515.43,493.79,507.41,487.72,494.39,477.91,489.25,511.3,530.76,549.02,527.16,498.35,512.28,503.06,498.32,465.5,448.67,416.03,442.57,424.61,428.62,396.35,408.03,395.64,423.49,450.66,438.43,466.5,501.23,524.01,548.15,530.58,535.95,505.66,477.3,512.22,500.08,517.45,538.92,563.98,598.81,572.55,540.07,533.85,507.96,474.53,464.76,484.62,489.25,476.14,486.94,468.18,434.19
186,315.8341613426089,303.57,327.01,345.34,333.38,335.76,305.08,284.69,283.7,254.72,278.8,294.06,325.11,338.65,369.48,373.3,380.32,413.71,423.66,390.82,406.49,434.87,455.56,461.43,473.42,507.73,479.08,490.79,475.63,485.44,492.97,468.71,448.18,456.69,430.67,414.23,437.7,425.6,424.76,455.64,436.54,428.81,436.26,454.13,482.25,511.33,530.69,511.67,478.41,470.27,445.18,459.91,471.19,439.27,462.83,445.24,440.5,452.26,447.32,443.21
108,445.1475220870339,443.92,452.5,418.2,396.84,396.23,427.77,419.62,414.33,429.36,436.63,422.55,416.31,396.55,429.17,403.31,394.34,361.15,341.67,361.3,340.38,310.98,309.19,274.89,245.82,269.12,288.12,317.18,342.0,354.82,323.48,343.28,367.47,388.41,389.0,370.3,394.47,410.37,444.02,419.92,400.72,380.55,401.03,379.11,348.78,383.68,350.42,373.89,364.47,388.38,392.2,420.31,450.14,415.78,386.06,368.59,380.44,407.62,404.82,412.31
126,499.49786820156083,510.96,483.9,499.34,499.36,526.95,556.34,525.2,547.64,515.28,505.98,508.94,484.31,501.55,467.13,443.93,449.59,464.6,493.77,508.15,520.17,512.77,477.86,451.27,453.69,465.95,460.17,476.32,477.85,448.04,426.48,450.28,466.02,493.65,466.88,501.2,480.86,446.68,481.5,466.18,477.94,455.31,460.93,489.21,476.62,488.54,466.69,475.43,463.98,443.76,430.68,408.2,436.33,429.13,411.3,407.69,395.13,412.24,445.23,440.89
230,559.9736972393251,525.79,558.4,556.55,577.42,549.74,542.46,526.46,511.88,485.51,506.91,472.56,459.44,436.65,442.88,425.68,408.81,407.99,418.68,392.17,369.46,351.76,384.92,377.72,384.65,366.56,365.89,336.08,303.51,301.32,294.23,268.81,281.94,316.44,309.14,317.86,350.27,373.48,370.93,387.55,361.52,362.37,346.9,323.18,318.02,292.19,306.12,303.06,305.24,280.49,255.27,261.11,295.06,266.8,251.8,278.08,248.14,275.3,277.0,270.58
193,261.409219135488,243.96,272.74,287.8,297.57,309.03,303.02,271.14,291.05,303.56,301.66,329.64,318.17,303.77,329.87,350.66,351.71,325.86,305.92,316.86,308.81,332.36,363.86,385.25,376.68,396.89,386.49,363.19,330.53,322.53,350.78,332.51,311.97,344.86,311.61,331.61,319.11,286.73,315.98,290.75,294.37,278.55,248.11,223.15,224.41,222.81,248.76,250.96,242.62,244.11,274.91,303.66,318.76,345.69,333.07,324.75,332.71,341.36,340.08,333.13
129,449.4269546582929,425.9,442.42,428.51,425.95,432.91,409.9,426.81,412.99,424.36,400.44,413.61,387.58,382.35,364.65,382.04,365.38,392.1,419.53,398.28,406.25,377.39,369.8,384.73,395.89,404.62,389.4,380.86,353.07,368.4,368.67,383.28,365.71,353.42,341.82,308.62,297.49,318.72,346.53,347.81,344.7,311.86,338.4,304.31,335.44,334.69,323.63,353.33,320.04,325.74,329.17,309.52,304.54,315.2,331.1,296.15,326.73,303.25,284.6,268.04
282,471.40116812272544,447.8,464.2,480.09,474.84,504.58,481.27,464.98,434.41,455.09,463.61,450.66,427.13,394.94,371.61,368.34,350.64,333.77,360.06,361.12,377.17,344.67,335.23,333.77,311.82,285.23,311.15,341.91,312.43,301.86,333.94,304.76,314.81,347.87,381.35,379.34,355.73,334.88,362.15,390.97,398.52,417.15,433.95,445.28,468.19,481.17,483.55,465.14,482.21,480.35,465.99,487.13,500.9,531.51,508.09,518.53,500.63,528.88,500.84,511.77
82,581.783729722821,586.05,580.29,593.48,560.54,543.53,541.08,521.97,539.04,568.38,561.61,550.56,582.87,571.06,567.33,556.13,584.8,578.36,586.53,590.88,570.96,563.73,588.12,570.15,586.64,597.15,585.74,587.27,590.7,593.14,574.68,542.77,535.9,548.06,544.58,562.01,552.0,561.43,539.48,556.94,560.14,539.42,524.85,542.25,541.03,521.15,553.86,568.92,597.17,578.33,570.25,593.39,580.24,583.97,561.84,558.11,531.75,511.17,476.24,443.99
84,509.6405821593873,516.06,494.5,506.17,514.81,521.98,521.27,523.28,511.69,513.04,491.87,513.23,491.23,462.18,457.72,468.8,464.44,448.81,452.88,442.17,472.47,502.06,502.23,490.18,506.78,474.35,472.58,461.12,490.56,456.4,460.1,476.95,475.9,446.88,479.95,481.21,489.2,470.76,469.6,464.64,434.88,407.31,430.93,412.72,391.37,391.71,410.52,379.86,385.24,358.58,326.13,294.82,318.21,291.47,259.63,255.28,279.36,262.73,257.25,225.04
66,438.100949106224,430.6,397.61,403.44,369.23,389.35,375.8,343.62,349.8,342.64,375.81,378.9,363.17,377.83,361.83,390.13,381.36,384.85,353.39,348.22,371.49,392.89,373.59,354.42,376.63,406.76,378.44,374.94,363.56,389.51,360.36,340.14,357.81,326.4,325.88,321.83,310.24,302.86,304.96,281.26,286.3,307.68,325.89,301.66,277.11,260.88,251.16,247.02,262.15,231.12,221.6,234.34,254.4,233.42,251.06,237.16,266.22,293.92,279.73,260.83
288,364.2685260300958,354.5,346.92,367.47,355.16,355.29,363.96,345.21,360.52,363.82,360.09,381.77,363.81,390.63,394.9,402.54,428.79,451.02,458.13,475.85,471.18,474.5,443.84,415.13,438.19,407.37,384.23,404.94,370.02,354.79,360.67,367.35,386.75,387.16,387.82,403.59,403.49,411.08,438.92,432.02,423.98,389.23,397.17,364.25,364.54,385.84,389.33,373.2,393.23,377.11,393.42,401.14,378.04,406.4,385.45,419.72,385.23,368.67,347.66,313.64
163,358.7927966138413,351.29,364.98,395.63,398.6,417.39,388.63,368.41,368.56,334.96,317.66,318.88,284.93,268.45,269.43,274.55,304.35,314.52,308.55,338.67,358.61,337.61,311.77,324.08,328.27,348.55,365.27,374.03,408.08,410.43,383.35,406.33,388.96,408.37,440.37,454.15,460.87,458.1,448.61,438.32,447.87,465.46,477.96,456.85,456.43,476.84,475.14,477.7,496.68,507.97,501.62,529.3,505.68,540.37,513.69,479.74,507.04,489.19,505.27,527.04
154,347.19942410012607,360.88,374.78,389.06,388.54,417.58,416.82,413.34,392.3,378.84,346.8,356.15,338.55,324.84,343.8,331.71,313.66,290.49,309.73,283.81,280.57,281.06,294.18,303.51,325.26,293.39,279.14,263.75,238.97,235.61,235.68,246.45,260.78,252.46,268.54,257.07,242.39,251.06,221.57,222.92,235.85,267.95,283.46,254.63,278.93,295.19,302.96,325.38,318.67,299.18,300.02,303.44,306.12,310.68,342.09,370.25,396.55,417.65,448.69,420.58
19,533.3787670515567,522.73,535.19,539.79,523.48,549.98,570.8,578.07,591.49,594.23,588.11,592.36,587.1,584.68,580.81,586.6,559.28,585.94,593.71,559.92,582.73,554.47,542.93,559.98,536.23,558.49,581.74,573.77,539.16,524.25,532.43,566.11,574.64,555.32,564.7,567.5,585.14,555.47,573.74,571.9,597.66,575.43,578.12,596.13,565.11,595.61,587.71,555.92,541.99,556.56,526.27,532.02,521.23,529.69,497.89,523.9,557.04,589.86,588.7,559.72
124,462.9198956089179,433.18,407.57,417.7,406.48,421.04,425.06,407.98,418.54,391.68,394.23,389.83,373.58,380.86,406.85,441.77,449.31,442.64,423.4,406.4,404.96,395.67,424.64,415.42,406.56,398.41,421.97,432.53,440.52,428.91,451.16,418.85,444.81,445.7,438.58,438.38,450.1,415.99,442.0,438.27,427.28,401.96,397.72,397.46,390.72,403.23,397.69,429.99,436.94,458.46,431.11,423.92,412.5,417.36,442.64,413.12,383.2,407.72,387.62,399.43
79,493.11288303963687,465.86,433.35,467.95,449.24,418.01,396.3,364.03,356.46,377.63,366.52,362.61,374.9,375.52,400.82,426.44,392.13,411.59,408.84,443.06,441.89,475.97,493.79,476.19,478.88,513.33,538.36,510.18,524.63,513.82,479.31,472.55,453.98,476.3,464.91,487.84,452.88,439.43,421.31,402.66,372.43,350.53,354.42,339.82,334.04,325.42,351.73,380.1,379.61,367.72,340.2,371.94,341.16,327.0,312.86,300.29,276.79,296.61,270.18,279.62
114,567.604744916511,543.86,517.34,488.32,516.98,495.53,489.67,486.09,493.02,463.04,443.91,474.11,502.7,522.39,488.75,476.64,485.6,469.86,498.53,507.9,477.93,506.56,538.6,509.04,511.31,497.55,490.05,467.63,473.1,505.16,505.38,476.18,484.58,473.4,498.31,493.74,472.24,450.62,469.43,453.02,471.73,451.14,438.66,436.24,467.26,497.48,476.96,467.04,442.5,443.2,440.44,468.49,498.59,490.44,489.86,517.6,539.07,504.33,491.73,486.25
118,347.5315128115425,366.09,361.38,360.27,370.64,336.93,347.71,356.01,342.7,313.71,285.08,314.71,327.96,301.86,291.83,298.3,321.79,289.85,271.41,298.69,264.33,243.43,276.04,283.98,267.3,236.99,221.47,228.93,258.72,252.83,268.86,298.14,291.7,270.09,271.29,299.86,321.17,290.78,304.26,309.29,337.81,311.38,313.76,340.32,334.02,332.76,302.69,287.16,274.88,306.04,290.83,288.09,300.08,276.43,275.48,292.18,317.86,326.7,338.53,312.37
72,440.64518584566093,471.16,483.22,481.91,503.59,535.13,501.67,535.45,506.48,528.49,513.11,487.36,483.15,493.23,484.9,453.72,460.68,488.85,480.68,460.82,456.8,425.19,447.62,470.46,476.62,466.34,487.32,491.15,513.97,523.17,543.08,549.98,543.97,576.03,572.94,575.49,553.61,562.41,567.42,544.91,514.08,521.39,539.85,541.49,522.36,534.02,504.63,500.56,477.0,454.91,434.07,426.14,394.72,387.57,388.39,387.22,379.01,402.75,377.92,378.32
15,298.99677695549036,265.85,243.55,254.14,249.14,277.26,299.48,288.41,271.57,263.15,269.47,253.23,262.59,256.25,259.89,255.42,241.03,273.14,291.59,266.4,292.19,291.31,318.93,339.92,334.68,301.25,285.06,287.97,297.31,280.36,255.11,278.56,312.47,314.27,291.29,275.35,241.64,271.79,245.03,254.61,239.08,249.97,262.32,285.4,264.85,230.62,226.24,257.12,283.29,290.11,297.15,308.7,285.98,314.99,309.3,301.12,302.44,270.73,247.37,266.03
10,284.19532396742255,268.7,246.09,225.42,224.88,238.38,231.01,236.76,246.06,262.16,229.91,255.9,264.85,235.57,264.18,293.64,262.92,247.3,270.23,287.61,265.53,245.18,242.3,247.76,258.8,249.62,249.89,268.5,236.07,232.89,254.16,281.91,282.73,284.98,257.48,253.8,256.64,238.61,234.43,238.65,221.08,231.62,229.86,234.69,225.95,256.47,263.02,275.56,295.8,295.69,266.77,269.37,275.45,292.63,287.85,261.78,246.64,242.38,257.06,262.01
194,594.7485184113042,592.8,576.16,583.95,562.71,534.72,524.39,517.6,483.76,505.8,495.94,501.57,471.75,449.0,476.28,483.89,515.41,550.32,541.35,527.27,552.35,587.25,582.32,589.21,590.01,571.0,572.75,589.61,585.84,551.88,540.45,515.56,496.87,525.25,492.83,473.22,459.89,468.07,470.46,450.74,427.24,408.82,409.0,392.98,424.31,421.78,390.9,406.95,394.97,405.71,390.28,395.23,414.28,444.24,427.52,415.96,413.46,443.36,471.46,442.75
101,373.3375971272803,361.67,361.1,366.19,347.87,368.45,367.5,355.88,328.36,310.08,341.53,327.89,304.71,301.96,288.46,255.92,243.54,251.85,256.88,246.84,247.66,280.5,271.91,254.99,237.04,243.82,264.67,244.09,261.91,228.39,238.18,261.26,249.97,256.63,235.98,257.83,226.49,255.37,234.24,263.06,252.74,268.95,256.3,284.71,258.57,236.07,245.18,224.93,227.83,260.42,293.77,285.11,314.74,317.88,301.76,315.93,327.05,361.29,344.84,356.88
68,483.0946363386774,464.43,473.2,490.5,470.81,440.01,414.18,421.6,446.06,414.21,430.6,419.49,417.99,448.01,436.25,433.82,399.78,370.49,353.59,320.54,329.74,324.59,327.96,305.19,290.91,302.38,334.95,303.48,330.81,336.19,340.66,340.68,310.54,281.83,288.89,277.76,306.97,300.43,275.46,290.49,276.02,277.8,291.65,319.67,340.12,352.47,365.04,396.25,381.96,347.04,331.08,311.33,322.66,332.02,338.56,304.7,320.71,308.36,319.91,323.87
224,363.7052894921139,381.05,409.95,427.8,408.7,435.88,428.01,433.35,456.55,434.74,454.66,461.39,488.92,465.96,460.41,483.71,450.06,422.91,457.25,441.88,475.17,452.95,443.23,460.93,471.97,477.65,479.74,503.78,485.23,481.2,457.08,463.8,446.34,434.71,432.7,399.57,371.01,384.03,379.06,404.6,418.23,383.8,391.97,363.53,383.2,417.61,419.79,432.58,414.19,409.82,434.75,411.47,395.06,391.24,406.1,397.41,427.35,398.96,389.92,404.55
37,487.40067143510237,490.25,462.01,443.94,409.81,407.62,393.71,400.6,386.41,372.4,389.42,357.79,385.99,410.65,422.4,428.93,456.39,434.36,404.89,386.66,407.28,374.71,380.51,415.19,440.09,441.59,411.04,434.24,441.17,414.22,385.79,414.46,426.3,449.35,475.88,480.9,482.12,477.25,464.44,459.86,479.03,486.16,513.64,509.68,517.18,526.37,532.79,546.97,528.59,529.46,501.76,493.68,492.82,503.48,535.02,542.07,559.12,559.56,568.95,538.64
16,251.46349381154806,260.09,242.26,242.29,236.54,238.33,258.35,244.15,253.5,252.61,264.87,295.45,311.73,291.78,258.96,242.32,254.11,223.55,239.13,252.31,242.5,264.33,236.79,223.89,248.32,251.37,265.69,261.13,243.38,267.82,288.78,302.41,286.46,292.78,283.05,254.46,283.72,258.3,289.82,286.04,264.0,266.93,293.04,309.3,330.76,341.87,355.33,379.77,362.25,361.51,341.99,376.13,407.21,374.97,389.36,419.13,396.77,401.53,430.61,397.99
179,282.85234371051644,302.25,283.28,285.14,281.75,287.32,313.72,339.46,336.04,302.12,296.97,304.4,308.44,319.03,294.82,305.08,282.87,300.41,289.15,303.84,272.19,265.74,280.09,260.97,281.64,290.79,296.92,286.67,285.44,292.25,290.32,304.2,299.56,278.72,258.7,224.11,231.77,255.03,275.62,254.79,286.93,287.1,316.29,330.76,346.33,317.28,297.68,263.3,278.43,267.54,287.61,276.34,298.69,272.84,249.98,242.15,243.35,240.35,262.27,234.06
147,251.87202064976458,286.39,260.29,230.35,259.84,245.97,259.65,247.68,244.54,235.61,237.36,241.5,260.7,261.51,292.56,260.49,260.7,266.6,296.01,264.45,269.59,294.34,276.27,302.61,268.94,285.21,315.53,326.53,322.26,290.4,319.81,317.73,284.76,298.05,296.78,270.48,250.48,224.22,242.52,255.78,256.18,278.38,303.65,311.74,277.63,291.3,285.56,290.15,300.59,290.11,319.31,293.69,305.7,271.01,300.74,273.62,245.26,240.07,240.57,231.91
274,370.04439627339775,352.88,328.86,342.34,313.86,344.51,367.38,392.41,420.88,414.48,438.75,414.81,381.32,401.26,371.5,405.7,417.94,435.68,417.89,430.06,398.09,421.74,398.61,412.43,393.14,362.93,361.63,338.48,354.54,336.17,325.14,329.86,314.81,306.27,328.36,305.9,276.65,264.64,259.35,262.34,253.41,274.04,241.79,244.52,242.75,257.4,290.04,290.77,324.85,311.01,278.17,254.77,247.57,239.79,225.32,237.44,237.73,226.47,232.28,261.91
67,376.29550938516786,358.13,370.2,393.02,405.14,427.84,420.63,396.57,413.23,403.46,415.45,399.4,370.09,404.57,380.5,414.69,448.1,468.67,479.83,485.28,510.91,496.17,493.91,502.27,496.05,490.97,479.09,483.59,508.13,487.24,517.65,530.89,553.52,557.45,577.02,542.96,565.25,533.05,560.34,594.78,571.61,549.94,568.52,550.34,575.93,547.0,520.82,554.36,566.53,589.52,569.27,578.74,577.17,577.05,581.6,577.32,567.07,550.81,569.61,549.41
